id,source_type,source_name,priority,status,origin,url,topic,source_query,card_path,summary_path,notes
PAPER010,paper,Price Volatility Forecasts for Agricultural Commodities,medium_high,seed,seed,,"Corn and wheat futures volatility with GARCH, BEKK and implied volatility.",Benavides price volatility forecasts agricultural commodities corn wheat futures 2004,source_cards/papers/paper010.md,,
PAPER011,paper,Forecasting the Spot Price of Corn: Methods and Assessment,high,seed,seed,,"Corn spot forecasting at 1, 3, 6, 9 and 12 month horizons.",Halonen Forecasting the Spot Price of Corn Methods and Assessment 2016,source_cards/papers/paper011.md,,
PAPER012,paper,Weather to Buy or Sell: Extreme Weather Impact on Corn Futures Market,high,seed,seed,,Extreme weather events and corn futures.,Filimon Weather to Buy or Sell Extreme Weather Impact Corn Futures 2011,source_cards/papers/paper012.md,,
PAPER013,paper,"Extreme heat, corn and soybean yields, prices and farm revenues",medium_high,seed,seed,,"Extreme heat, yield shocks, received prices and farm revenues.",Lee extreme heat corn soybean yields prices farm revenues 2026,source_cards/papers/paper013.md,,
PAPER014,paper,Price discovery between futures and spot markets for U.S. corn,medium,seed,seed,,"Futures-spot price discovery, turbulent periods and reproductive phase.",Miljkovic price discovery futures spot US corn 2026,source_cards/papers/paper014.md,,
PAPER015,paper,Measuring Price Discovery between Nearby and Deferred Contracts,very_high,seed,seed,,Nearby versus deferred contracts in storable and non-storable commodity futures.,Hu Mallory Serra Garcia nearby deferred contracts corn price discovery volume 50 percent,source_cards/papers/paper015.md,,
PAPER016,paper,Futures-spot price transmission in EU corn markets,high,seed,seed,,Transmission from CBOT and Euronext futures to EU spot corn prices.,Penone Giampietri Trestini futures spot price transmission EU corn markets 2022,source_cards/papers/paper016.md,,
PAPER017,paper,How Market Efficiency and the Theory of Storage Link Corn and Ethanol Markets,very_high,seed,seed,,"Corn, ethanol, natural gas and storage theory.",Mallory Hayes Irwin market efficiency theory of storage corn ethanol markets,source_cards/papers/paper017.md,,
PAPER018,paper,Price Analysis: A Fundamental Approach to the Study of Commodity Prices,very_high,seed,seed,,Fundamental commodity price analysis.,Mindy Mallory Price Analysis Fundamental Approach Commodity Prices,source_cards/papers/paper018.md,,
PAPER019,paper,LSTM on Dalian corn futures,medium,seed,seed,,"Chinese corn futures, spot, ethanol, soybean meal and search index.",Gu Li LSTM Dalian corn futures spot ethanol soybean meal Baidu Search Index 2024,source_cards/papers/paper019.md,,
PAPER020,paper,Text-based corn futures price forecasting using improved NBEATSx,high,seed,seed,,"Weibo sentiment, NBEATSx and SHAP for Dalian corn futures.",Wang An Li text-based corn futures forecasting improved NBEATSx 2024,source_cards/papers/paper020.md,,
PAPER021,paper,Novel forecasting of white maize futures volatility with hybrid GARCH-BLSTM,medium_high,seed,seed,,South African white maize futures volatility.,Huang Sayed white maize futures volatility hybrid GARCH BLSTM 2025,source_cards/papers/paper021.md,,
PAPER022,paper,Speculative ratios and returns volatility in South African white maize futures,high,seed,seed,,"Speculation, hedging ratios, volume, open interest and volatility.",Sayed Auret speculative ratios returns volatility South African white maize futures 2022,source_cards/papers/paper022.md,,
PAPER023,paper,Volatility spillovers in the South African white maize market,medium,seed,seed,,"Spillovers among white maize, yellow maize, wheat, sunflower, FX and rates.",Sayed Auret volatility spillovers South African white maize market,source_cards/papers/paper023.md,,
PAPER024,paper,Random Forest on spot and futures corn prices in Brazil,low_medium,seed,seed,,"Brazil corn prices, dollar, soybeans and random forest.",Lima random forest spot futures corn prices Brazil dollar soybean 2025,source_cards/papers/paper024.md,,
PAPER025,paper,External shocks and international corn price fluctuations,medium,seed,seed,,"External shocks, COVID, ARCH and TVP-VAR.",Liu Liu Ge external shocks international corn price fluctuations 2024,source_cards/papers/paper025.md,,
PAPER026,paper,Multiscale correlation of Sino-US corn futures and crude oil,medium,seed,seed,,"Multiscale correlations among China, U.S. corn futures and oil.",multiscale correlation Sino-US corn futures crude oil wavelet,source_cards/papers/paper026.md,,
PAPER027,paper,Evaluating the Forecasting Performance of Commodity Futures Prices,very_high,seed,seed,,Futures prices versus random walk benchmarks.,Reeve Vigfusson Evaluating Forecasting Performance Commodity Futures Prices 2011,source_cards/papers/paper027.md,,
PAPER028,paper,Predicting Agricultural Commodities Prices with Machine Learning,high,seed,seed,,Review of ML research on agricultural commodity prices.,Tran Predicting Agricultural Commodities Prices Machine Learning Review 2023,source_cards/papers/paper028.md,,
PAPER029,paper,Democratising Agricultural Commodity Price Forecasting: The AGRICAF Approach,very_high,seed,seed,,"Explainable ML plus econometrics for maize, soybean and wheat.",Zelingher Democratising Agricultural Commodity Price Forecasting AGRICAF 2024,source_cards/papers/paper029.md,,
PAPER030,paper,The Promise of Time-Series Foundation Models for Agricultural Forecasting,medium,seed,seed,,"Chronos, TimesFM, Time-MoE and Moirai on USDA ERS agricultural prices.",Wang Zhang Time-Series Foundation Models Agricultural Forecasting corn soybeans 2026,source_cards/papers/paper030.md,,
PAPER031,paper,Analysis of Agricultural Commodities Prices with New Bayesian Model Combination Schemes,high,seed,seed,,Dynamic model averaging and Bayesian model averaging.,Drachal agricultural commodities prices Bayesian model combination schemes 2019,source_cards/papers/paper031.md,,
PAPER032,paper,Agricultural futures prices combination forecasting with whole-process interpretable method,high,seed,seed,,"Mutual information, SHAP and multi-objective optimization.",agricultural futures prices combination forecasting whole-process interpretable method 2025,source_cards/papers/paper032.md,,
PAPER033,paper,Multi-step commodity forecasts using deep learning,medium,seed,seed,,Multi-horizon agricultural commodity forecasts.,Bora Katchova multi-step commodity forecasts deep learning 2024,source_cards/papers/paper033.md,,
PAPER034,paper,CNN and aerial images for wheat futures,low_medium,seed,seed,,Aerial or satellite imagery for wheat futures.,Thaker Chan Sonner CNN aerial images wheat futures 2024,source_cards/papers/paper034.md,,
PAPER035,paper,Adaptive market efficiency of agricultural futures,medium,seed,seed,,Adaptive market efficiency in agricultural futures.,Coronado-Ramirez adaptive market efficiency agricultural futures 2014,source_cards/papers/paper035.md,,
PAPER036,paper,Extreme Measures of Agricultural Financial Risk,medium,seed,seed,,"VaR, expected shortfall and spectral risk for corn and soybeans.",Cotter Dowd Morgan Extreme Measures Agricultural Financial Risk corn soybeans,source_cards/papers/paper036.md,,
PAPER037,paper,COMEX Copper Futures Volatility Forecasting,medium,seed,seed,,Econometric models and deep learning for copper futures volatility.,COMEX Copper Futures Volatility Forecasting Econometric Models Deep Learning 2024,source_cards/papers/paper037.md,,
PAPER038,paper,Energy markets with GARCH and machine learning,medium,seed,seed,,"Oil, gas, macro and environmental variables.",energy markets GARCH machine learning macro environmental variables 2024,source_cards/papers/paper038.md,,
PAPER039,paper,Commodity futures curves with Nelson-Siegel,medium,seed,seed,,"Level, slope and curvature of commodity futures curves.",commodity futures curves Nelson Siegel level slope curvature 2023,source_cards/papers/paper039.md,,
PAPER040,paper,Kriging and interpolation of commodity futures curves,low_medium,seed,seed,,Interpolation of commodity futures curves.,kriging interpolation commodity futures curves 2021,source_cards/papers/paper040.md,,
PAPER041,paper,A stochastic model for commodity pairs trading,medium,seed,seed,,OU-Levy pairs trading on commodity futures with transaction costs.,Goncu Akyildirim stochastic model commodity pairs trading OU Levy 2016,source_cards/papers/paper041.md,,
PAPER042,paper,Seasonal Stochastic Volatility and Samuelson Effect in Agricultural Futures Markets,high,seed,seed,,Seasonal volatility and Samuelson effect in agricultural futures.,Schneider Tavin Seasonal Stochastic Volatility Samuelson Effect Agricultural Futures 2018,source_cards/papers/paper042.md,,
ai-driven-news-enhanced-machine-learning-for-short-term-corn-futures-price-forecasting,paper,AI-Driven News-Enhanced Machine Learning for Short-Term Corn Futures Price Forecasting,,discovered,discovered,https://doi.org/10.3390/app16031337,,corn futures price forecasting machine learning,source_cards/papers/ai-driven-news-enhanced-machine-learning-for-short-term-corn-futures-price-forecasting.md,,
estimating-the-impact-of-weather-on-cbot-corn-futures-prices-using-machine-learning,paper,Estimating the impact of weather on CBOT corn futures prices using machine learning,,discovered,discovered,https://www.semanticscholar.org/paper/6a8f26c8075989e9a086c53facf25f39e4680cf9,,CBOT corn futures WASDE announcement impact,source_cards/papers/estimating-the-impact-of-weather-on-cbot-corn-futures-prices-using-machine-learning.md,,
forecasting-natural-gas-futures-price-movements-using-machine-learning-and-deep-learning-models-a-comparative-study,paper,Forecasting Natural Gas Futures Price Movements Using Machine Learning and Deep Learning Models: A Comparative Study,,discovered,discovered,https://doi.org/10.2139/ssrn.5095474,,agricultural futures price forecasting deep learning,source_cards/papers/forecasting-natural-gas-futures-price-movements-using-machine-learning-and-deep-learning-models-a-comparative-study.md,,
research-on-stock-and-futures-price-forecasting-based-on-machine-learning,paper,Research on Stock and Futures Price Forecasting Based on Machine Learning,,discovered,discovered,https://doi.org/10.61173/n939gc07,,corn futures price forecasting machine learning,source_cards/papers/research-on-stock-and-futures-price-forecasting-based-on-machine-learning.md,,
do-corn-options-update-volatility-expectations-in-the-wake-of-usda-reports,paper,Do Corn Options Update Volatility Expectations in the Wake of USDA Reports?,,discovered,discovered,https://doi.org/10.1002/fut.70020,,USDA WASDE corn futures volatility,source_cards/papers/do-corn-options-update-volatility-expectations-in-the-wake-of-usda-reports.md,,
exploring-calendar-effects-the-impact-of-wasde-releases-on-grain-futures-market-volatility,paper,Exploring calendar effects: the impact of WASDE releases on grain futures market volatility,,discovered,discovered,https://doi.org/10.1080/13504851.2024.2373337,,USDA WASDE corn futures volatility,source_cards/papers/exploring-calendar-effects-the-impact-of-wasde-releases-on-grain-futures-market-volatility.md,,
the-weather-premium-in-the-u-s-corn-market,paper,The weather premium in the U.S. corn market,,discovered,discovered,https://doi.org/10.1002/fut.21884,,corn futures weather premium,source_cards/papers/the-weather-premium-in-the-u-s-corn-market.md,,
forecasting-thai-agricultural-price-a-deep-learning-approach-for-key-commodities,paper,Forecasting Thai Agricultural Price: A Deep Learning Approach for Key Commodities,,discovered,discovered,https://doi.org/10.18178/ijml.2026.16.1.1185,,agricultural futures price forecasting deep learning,source_cards/papers/forecasting-thai-agricultural-price-a-deep-learning-approach-for-key-commodities.md,,
agricultural-commodity-price-forecasting-using-comprehensive-machine-learning-techniques,paper,Agricultural Commodity Price Forecasting Using Comprehensive Machine-Learning Techniques,,discovered,discovered,https://doi.org/10.70675/c4a6e99az622dz4b06zaec6zd7fc901b1aa3,,agricultural commodity price forecasting explainable machine learning,source_cards/papers/agricultural-commodity-price-forecasting-using-comprehensive-machine-learning-techniques.md,,
forecasting-agricultural-commodity-prices-from-satellite-data-satellite-data-using-machine-learning,paper,Forecasting agricultural commodity prices from satellite data satellite data using machine learning,,discovered,discovered,https://doi.org/10.70675/c559c3afzd62cz423azaeebz7e1171876efc,,agricultural commodity price forecasting explainable machine learning,source_cards/papers/forecasting-agricultural-commodity-prices-from-satellite-data-satellite-data-using-machine-learning.md,,
measuring-price-discovery-between-nearby-and-deferred-contracts-in-storable-and-nonstorable-commodity-futures-markets,paper,Measuring price discovery between nearby and deferred contracts in storable and nonstorable commodity futures markets,,discovered,discovered,https://doi.org/10.1111/agec.12594,,futures curve corn nearby deferred price discovery,source_cards/papers/measuring-price-discovery-between-nearby-and-deferred-contracts-in-storable-and-nonstorable-commodity-futures-markets.md,,
futures-spot-price-transmission-in-eu-corn-markets,paper,Futures–spot price transmission in EU corn markets,,discovered,discovered,https://doi.org/10.1002/agr.21735,,corn basis futures spot price transmission,source_cards/papers/futures-spot-price-transmission-in-eu-corn-markets.md,,
examining-bitcoin-price-volatility-transmission-between-spot-and-futures-markets,paper,Examining Bitcoin Price Volatility Transmission between Spot and Futures Markets,,discovered,discovered,https://doi.org/10.2139/ssrn.4390742,,corn basis futures spot price transmission,source_cards/papers/examining-bitcoin-price-volatility-transmission-between-spot-and-futures-markets.md,,
the-reaction-of-corn-futures-markets-to-us-and-brazilian-crop-reports,paper,The Reaction of Corn Futures Markets to US and Brazilian Crop Reports,,discovered,discovered,https://www.semanticscholar.org/paper/d8924a4a2293f65d5264c96da87280fd19e4dacb,,CBOT corn futures WASDE announcement impact,source_cards/papers/the-reaction-of-corn-futures-markets-to-us-and-brazilian-crop-reports.md,,
volatility-spillover-between-bist-30-futures-and-spot-markets-a-dcc-garch-analyses-volatility-spillover-between-bist-30-futures-and-spot-markets-a-dcc-garch-analyses,paper,VOLATILITY SPILLOVER BETWEEN BIST 30 FUTURES AND SPOT MARKETS: A DCC-GARCH ANALYSES Volatility Spillover between Bist 30 Futures and Spot Markets: A DCC-GARCH Analyses,,discovered,discovered,https://doi.org/10.35408/comuybd.827041,,corn futures GARCH volatility,source_cards/papers/volatility-spillover-between-bist-30-futures-and-spot-markets-a-dcc-garch-analyses-volatility-spillover-between-bist-30-futures-and-spot-markets-a-dcc-garch-analyses.md,,
volatility-dynamics-and-futures-pricing-a-garch-based-analysis-of-cac40-markets,paper,Volatility Dynamics and Futures Pricing: A GARCH-Based Analysis of CAC40 Markets,,discovered,discovered,https://doi.org/10.21203/rs.3.rs-5869763/v1,,corn futures GARCH volatility,source_cards/papers/volatility-dynamics-and-futures-pricing-a-garch-based-analysis-of-cac40-markets.md,,
research-on-multivariate-futures-price-forecasting-based-on-imat-lstm-model,paper,Research on Multivariate Futures Price Forecasting Based on IMAT-LSTM Model,,discovered,discovered,https://doi.org/10.25236/ajcis.2023.060103,,grain futures price forecasting LSTM,source_cards/papers/research-on-multivariate-futures-price-forecasting-based-on-imat-lstm-model.md,,
application-of-ceemdan-and-lstm-for-futures-price-forecasting,paper,Application of CEEMDAN and LSTM for Futures Price Forecasting,,discovered,discovered,https://doi.org/10.1145/3662739.3662740,,grain futures price forecasting LSTM,source_cards/papers/application-of-ceemdan-and-lstm-for-futures-price-forecasting.md,,
investor-sentiment-and-forecasting-ability-evidence-from-cot-reports-in-precious-metal-futures-markets,paper,Investor Sentiment and Forecasting Ability: Evidence from COT Reports in Precious Metal Futures Markets,,discovered,discovered,https://doi.org/10.2139/ssrn.2382299,,CFTC COT agricultural futures forecasting,source_cards/papers/investor-sentiment-and-forecasting-ability-evidence-from-cot-reports-in-precious-metal-futures-markets.md,,
regulatory-structure-in-futures-markets-jurisdictional-competition-among-the-sec-the-cftc-and-other-agencies,paper,"Regulatory Structure in Futures Markets:  Jurisdictional Competition Among the SEC, the CFTC, and Other Agencies",,discovered,discovered,https://doi.org/10.3386/w1331,,CFTC COT agricultural futures forecasting,source_cards/papers/regulatory-structure-in-futures-markets-jurisdictional-competition-among-the-sec-the-cftc-and-other-agencies.md,,
explosions-of-corn-futures-prices,paper,'Explosions' of Corn Futures Prices,,discovered,discovered,https://doi.org/10.2139/ssrn.3479685,,weather shocks corn futures prices,source_cards/papers/explosions-of-corn-futures-prices.md,,
weather-and-corn-crop-condition-reports-are-not-enough,paper,Weather and corn: Crop condition reports are not enough,,discovered,discovered,https://doi.org/10.31274/icm-180809-37,,crop condition reports corn futures,source_cards/papers/weather-and-corn-crop-condition-reports-are-not-enough.md,,
ai-driven-agricultural-commodity-price-forecasting-with-hybrid-models-and-scalable-data-infrastructure,paper,AI-driven agricultural commodity price forecasting with hybrid models and scalable data infrastructure,,discovered,discovered,https://doi.org/10.12681/eadd/61646,,agricultural commodity price foundation models,source_cards/papers/ai-driven-agricultural-commodity-price-forecasting-with-hybrid-models-and-scalable-data-infrastructure.md,,
price-discovery-in-the-chinese-corn-futures-market-with-comparisons-to-soybean-futures,paper,"Price Discovery in the Chinese Corn Futures Market, With Comparisons to Soybean Futures",,discovered,discovered,https://doi.org/10.1002/agr.21376,,futures curve corn nearby deferred price discovery,source_cards/papers/price-discovery-in-the-chinese-corn-futures-market-with-comparisons-to-soybean-futures.md,,
main-challenges-of-price-volatility-in-agricultural-commodity-markets,paper,Main Challenges of Price Volatility in Agricultural Commodity Markets,,discovered,discovered,https://doi.org/10.1007/978-1-4419-7634-5_2,,agricultural commodity price foundation models,source_cards/papers/main-challenges-of-price-volatility-in-agricultural-commodity-markets.md,,
cellulosic-ethanol-price-catches-up-with-corn-ethanol,paper,Cellulosic ethanol price catches up with corn ethanol,,discovered,discovered,https://doi.org/10.1016/s1351-4180(10)70336-6,,corn ethanol DDG price relationship,source_cards/papers/cellulosic-ethanol-price-catches-up-with-corn-ethanol.md,,
water-in-the-u-s-ethanol-tax-credit-and-mandate-implications-for-rectangular-deadweight-costs-and-the-corn-oil-price-relationship,paper,'Water' in the U.S. Ethanol Tax Credit and Mandate: Implications for Rectangular Deadweight Costs and the Corn-Oil Price Relationship,,discovered,discovered,https://doi.org/10.2139/ssrn.1071067,,corn ethanol DDG price relationship,source_cards/papers/water-in-the-u-s-ethanol-tax-credit-and-mandate-implications-for-rectangular-deadweight-costs-and-the-corn-oil-price-relationship.md,,
the-value-of-usda-crop-progress-and-condition-information,paper,The Value of USDA Crop Progress and Condition Information,,curated_added_2026-06-11,discovered,https://ageconsearch.umn.edu/record/186845,,USDA crop progress condition information corn futures market value,source_cards/papers/the-value-of-usda-crop-progress-and-condition-information.md,,
can-satellite-data-forecast-valuable-information-from-usda-reports,paper,Can Satellite Data Forecast Valuable Information from USDA Reports?,,curated_added_2026-06-11,discovered,https://www.michaelpiette.com/files/crop_satellite.pdf,,satellite data forecast USDA crop reports corn futures,source_cards/papers/can-satellite-data-forecast-valuable-information-from-usda-reports.md,,
corn-crush-hedging-does-location-matter,paper,Corn-Crush Hedging; Does Location Matter?,,curated_added_2026-06-11,discovered,https://ageconsearch.umn.edu/record/285393,,corn crush hedging ethanol location basis futures,source_cards/papers/corn-crush-hedging-does-location-matter.md,,
